"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000008441",10802.2094408843,0.326378456993247,0.0701587934069113,4.65199643757123,3.28736759953858e-06,4.0740764642529e-05
"ENSG00000008513",1568.48139621963,0.595131545695789,0.0973376308973081,6.11409523952414,9.71063019602308e-10,2.1590885782329e-08
"ENSG00000008517",182.660853554655,0.749094835533221,0.191531714698109,3.91107465786508,9.1886361310735e-05,0.000818219687484036
"ENSG00000008710",5426.44350001265,-0.480404345526101,0.12973448287441,-3.70298115722369,0.00021308071396673,0.00172764003338493
"ENSG00000008853",558.502761960499,-0.547720881477825,0.119485875410321,-4.58398015327689,4.56207558399831e-06,5.48908494140301e-05
"ENSG00000009335",2101.66306480383,-0.20767681816872,0.0808585579597156,-2.56839626390797,0.0102170287095709,0.0467953928602952
"ENSG00000009413",7584.97488843759,-1.09558983922646,0.126573300993122,-8.65577361600134,4.89579516057084e-18,2.67518116167919e-16
"ENSG00000009780",174.392830735476,-0.566379612784963,0.17904889574452,-3.16326783491095,0.00156008730205169,0.00973408104864914
"ENSG00000010017",1856.33980263005,-0.720868688558107,0.124828970894657,-5.77485084905847,7.70212807807864e-09,1.50634244581252e-07
"ENSG00000010256",1795.21376981209,-0.472177269690916,0.0935793099943954,-5.04574429667408,4.51759254218567e-07,6.55359844896958e-06
"ENSG00000010278",3881.35889446014,-0.569728589960028,0.0967953354893796,-5.8859095542113,3.95870772229678e-09,8.11175200550631e-08
"ENSG00000010322",2566.21303909775,0.264424441772451,0.081846127267293,3.23075080765757,0.00123465529683593,0.00797110788132674
"ENSG00000010818",1411.1952346272,0.355726663795343,0.0932460422772457,3.81492506392573,0.000136224265244909,0.00116141652524643
"ENSG00000011028",16641.5217050934,0.220421159157154,0.0793301095329859,2.77853088133582,0.0054605322570461,0.0280893923035568
"ENSG00000011105",3557.49710948025,-0.289221853880856,0.0886171644945227,-3.26372272832914,0.00109958718164681,0.00724698686383596
"ENSG00000011198",1159.40295920204,-1.12508221445544,0.177140282770661,-6.3513628682193,2.13415615820473e-10,5.08363326879097e-09
"ENSG00000011304",3588.8891154281,-0.351111169240759,0.0789855975935426,-4.44525559010854,8.77874345764462e-06,9.94961043546498e-05
"ENSG00000011347",148.299121469337,0.913808580596765,0.197661590929384,4.62309635524095,3.7805400337377e-06,4.61548394640205e-05
"ENSG00000011405",1505.09277087934,-0.356167625761487,0.0852015164779555,-4.18029678912628,2.91128875581208e-05,0.000291970850082333
"ENSG00000011454",2319.16145318752,-0.427435813589901,0.112637988466814,-3.79477491926122,0.000147777455940035,0.00124811385738206
"ENSG00000011478",141.609420827459,-0.685951809516173,0.173735858960774,-3.94824542048655,7.87260754368191e-05,0.000713064013816694
"ENSG00000011485",966.621841704382,-0.548631606307949,0.106001680166129,-5.17568783294866,2.27072850816928e-07,3.50563154617366e-06
"ENSG00000011566",1396.11971766781,-0.808168873694454,0.102409116812919,-7.89157155969635,2.98404643173781e-15,1.24695131447936e-13
"ENSG00000012048",221.109604822104,1.21033783694677,0.169307266737053,7.14876484791711,8.75621778926335e-13,2.79455078187605e-11
"ENSG00000012171",1267.54440212009,0.733377399533596,0.106630692471882,6.87773269152297,6.08126411297124e-12,1.71339616382965e-10
"ENSG00000012660",2382.64821347043,-0.403393539514908,0.118364033422954,-3.40807530673992,0.000654228367107685,0.00462810746005719
"ENSG00000012822",6054.72432546938,-0.411307657091957,0.108782152806855,-3.78102148633005,0.000156186192151116,0.00130932097483446
"ENSG00000013016",1955.99377831201,-0.460118440802742,0.152029521467922,-3.02650719649753,0.002473969318663,0.0144370921534405
"ENSG00000013293",244.49400651336,2.88282512024852,0.217893116119748,13.2304552414781,5.85317701620518e-40,1.19936918132059e-37
"ENSG00000013297",3431.54455302823,1.77431274466286,0.173470583150671,10.2283206318719,1.48064645376892e-24,1.45103352469354e-22
"ENSG00000013375",997.194451748675,0.287110883295624,0.109584318966322,2.6199997043725,0.00879298431877965,0.041441477583961
"ENSG00000013561",887.46459467455,-0.314866723701006,0.110118464359792,-2.8593453925423,0.00424516294134547,0.0227356076738724
"ENSG00000013573",214.778899265998,0.505871366194934,0.155704715135776,3.24891488195338,0.001158461371169,0.00756313375992739
"ENSG00000013583",1388.1161207928,-0.388845571833019,0.120413621569843,-3.22924903979803,0.00124115761039854,0.00801021976761151
"ENSG00000013619",1098.1940217983,-0.359683589164101,0.119966109345155,-2.99821000387079,0.0027157047141873,0.015615302106577
"ENSG00000014216",3449.76379265089,-0.268302278884512,0.0862549885449857,-3.1105711496858,0.0018672590533338,0.0113521292143342
"ENSG00000014914",567.312087148911,0.44718399903887,0.121083101108657,3.69319909173433,0.000221450512693999,0.00178586567303139
"ENSG00000015520",17.5126902473431,2.82000744183536,0.609073808312049,4.62999295545242,3.65678173168332e-06,4.49482537053263e-05
"ENSG00000016391",92.1101048399364,2.00739323993303,0.262260922979291,7.65418354030401,1.94544257738958e-14,7.41653711532534e-13
"ENSG00000017427",837.780608255079,0.479189917613683,0.16756900320475,2.85965726625567,0.00424099078466762,0.0227261651795324
"ENSG00000017483",445.784249560586,1.00553699840651,0.198302077856858,5.07073354588017,3.96285277903887e-07,5.83808507447948e-06
"ENSG00000017797",3342.93535390918,-0.565160051940226,0.0929661195137854,-6.07920449832717,1.20780243195041e-09,2.64991572849516e-08
"ENSG00000018189",992.699923891302,0.308196826208034,0.10174409983036,3.02913708727971,0.00245253367482651,0.0143305532159662
"ENSG00000018625",671.455148236953,0.915848549481855,0.120302785794253,7.61286235755318,2.68091252042908e-14,1.00712947017453e-12
"ENSG00000019144",2982.94381776518,-0.354089677584361,0.112697174694272,-3.14195700597593,0.0016782267720728,0.0103636250527454
"ENSG00000019186",14.0875173434919,4.32469265075016,0.852725031372703,5.07161452008549,3.94454776288843e-07,5.81586960428488e-06
"ENSG00000019991",1197.68341734955,0.974578270793788,0.136647584920696,7.13205631376062,9.88804002510551e-13,3.12261186922421e-11
"ENSG00000019995",2078.3873287699,-0.927603129021635,0.103866066017154,-8.93076213041939,4.23083917908756e-19,2.63070662335541e-17
"ENSG00000020129",1036.8335125675,0.50289752973824,0.098676335005698,5.09643502374911,3.46109281306215e-07,5.1408917302419e-06
"ENSG00000020181",7857.76849004591,0.33400761353455,0.116734818908587,2.86125096742647,0.00421972871112644,0.0226324057462915
"ENSG00000020577",3104.99903050483,-1.20333768502405,0.0929075773189324,-12.9519864767675,2.2895181499777e-38,4.48745557395628e-36
"ENSG00000021355",621.896804948447,-0.596642585526822,0.110231609487341,-5.41262699784256,6.21067765519111e-08,1.05439599743836e-06
"ENSG00000021645",35.9586783335188,-1.91032645794823,0.424607972326696,-4.49903577523602,6.82623705197875e-06,7.94133590459876e-05
"ENSG00000021762",1366.05681756591,-0.407541705881667,0.10046246433375,-4.05665646950245,4.9780217372689e-05,0.000472191940907063
"ENSG00000022267",10395.0119353129,-0.51119883408502,0.0840042053485955,-6.08539574850661,1.16203917083542e-09,2.5553524790859e-08
"ENSG00000022840",2666.07537825459,-0.276812960999321,0.0801807886665191,-3.45236016760345,0.000555705421886043,0.00401461545170237
"ENSG00000023171",81.8701477262688,0.713597852685389,0.24515593624202,2.91079165213817,0.00360514327759956,0.0197833060199864
"ENSG00000023330",959.548501393915,0.268558566554998,0.0961502727072631,2.79311289498518,0.00522034692182102,0.0271043177927661
"ENSG00000023608",233.12305322977,-0.725167431584986,0.142672634396602,-5.08273667653153,3.72035299531877e-07,5.50331461949041e-06
"ENSG00000023697",480.853850031043,-0.318460616892124,0.108810115682041,-2.92675561362982,0.00342517910620479,0.0189108480229898
"ENSG00000023734",2022.28342336538,-0.280521000282481,0.0956043727264767,-2.93418587751263,0.00334423868371211,0.0185320565287944
"ENSG00000023902",704.741613136297,-0.409290043474734,0.101538709080253,-4.03087696487499,5.55691280711601e-05,0.000520260912450238
"ENSG00000023909",1927.70386518774,-1.22205196631051,0.117405848955032,-10.4087826729874,2.26094207816586e-25,2.39819456196981e-23
"ENSG00000025423",169.201816463876,1.99303609540753,0.24177986184551,8.24318485499433,1.67686200222722e-16,7.85381185043147e-15
"ENSG00000025708",144.696986437221,-1.23117886210387,0.198230438329307,-6.21084669176078,5.26998694258677e-10,1.19985359278693e-08
"ENSG00000025772",764.292664098364,0.489073532969214,0.116871471571626,4.18471271382496,2.85526970800959e-05,0.000287332174510967
"ENSG00000026025",29589.2904882915,0.400633292502089,0.133661753380234,2.99736672885316,0.00272322898934061,0.0156445533731889
"ENSG00000026950",733.921336022358,0.889719598935269,0.105814713771488,8.40827865259517,4.16071717364465e-17,2.05550827603179e-15
"ENSG00000027001",526.291889800398,0.342354242366916,0.129278687752401,2.64818778964251,0.00809245588129635,0.0387949486124947
"ENSG00000027075",80.8075541443444,-1.06897577435664,0.26576155170638,-4.02231160787951,5.76297451065482e-05,0.000538414771720463
"ENSG00000027697",1439.3409520837,-0.395762236126406,0.133567281264983,-2.96301783174919,0.00304638920624197,0.0171976418290231
"ENSG00000028137",518.903246510734,-0.848907682354913,0.179823427235907,-4.72078469086925,2.34936526912548e-06,2.97916698543394e-05
"ENSG00000028277",34.4572720229068,2.09006046211106,0.371535676323313,5.62546370457374,1.85010305524801e-08,3.4447481028812e-07
"ENSG00000029993",586.921198584071,0.373468493343598,0.106070569370193,3.52094360915674,0.000430014053570065,0.00319489633867961
"ENSG00000030582",11064.4716672758,0.18744206742708,0.073498005964684,2.5503013988862,0.0107629826540883,0.0487143833379821
"ENSG00000031081",329.247231674366,0.702618108489103,0.1311219944743,5.35850687221524,8.39125454649489e-08,1.38309965248991e-06
"ENSG00000031698",2847.43340656206,0.536452718338435,0.0922066919222874,5.81793693228428,5.95783708831586e-09,1.18709081079018e-07
"ENSG00000031823",1526.64648524344,0.393529418226065,0.12066324821309,3.26138591537911,0.00110869036146462,0.00729365362930682
"ENSG00000032742",221.767146573825,0.642333696858749,0.145413221874226,4.41729911888156,9.99418804503685e-06,0.000112213697900439
"ENSG00000033050",1269.11282805621,-0.345065059734842,0.0950396345344392,-3.63074901776692,0.000282599895993537,0.00221654690063308
"ENSG00000033327",1291.53780207739,-0.369024953765558,0.115678618663134,-3.19008783153082,0.00142229560503888,0.0090210462012174
"ENSG00000033627",792.834980087118,-0.430021919316575,0.139901739318694,-3.07374248104945,0.00211391819405293,0.0126470355571235
"ENSG00000033867",2313.66024806985,0.926494038694448,0.0975415697523097,9.49845323431971,2.13030959512175e-21,1.6230491455172e-19
"ENSG00000034152",1144.89709699035,-0.892036559910343,0.172680667424232,-5.16581603034253,2.39392166473884e-07,3.67411726592529e-06
"ENSG00000034533",105.286037282937,0.675438067317017,0.206912872660821,3.26435981788441,0.0010971173837376,0.00723599877964755
"ENSG00000034693",267.259148020561,0.406761319573867,0.132682952907988,3.06566375452879,0.0021718740993291,0.0129465235567281
"ENSG00000034713",1399.28315242609,-0.369320895219675,0.0944121212205784,-3.91179533353369,9.16125356652307e-05,0.000816184408653874
"ENSG00000035115",464.175782994489,0.461196426018448,0.120545395327992,3.82591491581722,0.000130287287627612,0.00111820103308001
"ENSG00000035403",16756.3351510887,-0.856392565013368,0.102996022049352,-8.31481204781882,9.1897793866035e-17,4.4665795660171e-15
"ENSG00000035664",633.039689235768,-1.68367724500055,0.161130092367653,-10.4491794193159,1.47798447618686e-25,1.58637000444056e-23
"ENSG00000035681",1037.23698277214,0.3366304114633,0.0998650854328747,3.3708518848619,0.000749361355031599,0.00522322533974867
"ENSG00000037637",628.292766769159,-0.356842850867038,0.12087408236444,-2.95218663825008,0.00315532150356882,0.0176424053805746
"ENSG00000038274",1701.28108213738,-0.527207065250321,0.114310522352564,-4.61206067823111,3.98696562921252e-06,4.84453936832615e-05
"ENSG00000038427",8574.73661702544,0.378341468396132,0.112653192949315,3.35846200618882,0.000783774949090081,0.00542534736352873
"ENSG00000038945",157.655612554864,0.724786150174904,0.179550662460158,4.03666653324508,5.42160450147679e-05,0.000508913963407754
"ENSG00000039537",22.951947955658,-1.86550706174139,0.481080391820165,-3.87774495377635,0.000105429156143301,0.000925559174087632
"ENSG00000039560",5050.90239901263,-0.504971873610317,0.120476331117161,-4.19146125158178,2.77163529584154e-05,0.000280460873482686
"ENSG00000040731",72.2689663645708,1.9038740436518,0.309444054608803,6.15256300871144,7.62406658816835e-10,1.71417916107047e-08
"ENSG00000041353",59.9421853235758,1.547415654283,0.363297395383319,4.25936346901223,2.05009875104184e-05,0.000214303656108907
"ENSG00000041515",10.1316555228039,-1.72210325603922,0.619973266915495,-2.7777056656121,0.00547441828432348,0.0281238491461313
"ENSG00000041982",3704.10651977604,0.810848804518763,0.165481170085482,4.89994604280298,9.58629786948187e-07,1.29970017430449e-05
"ENSG00000042088",190.046817910495,0.42034906802221,0.157903653183237,2.66206043716052,0.00776639324311317,0.0375754233860523
"ENSG00000042286",594.476412207543,-0.706252370084145,0.109592914207206,-6.44432512077234,1.1611593412192e-10,2.82564443196554e-09
"ENSG00000043143",1529.01497852187,-0.31446968361819,0.0946505018479911,-3.32243017710808,0.00089237001856292,0.00605843982482175
"ENSG00000044090",1103.20275191868,0.5095852410636,0.106217033844882,4.79758493169552,1.6059012323019e-06,2.10142315100638e-05
"ENSG00000046653",1090.45643883243,-2.39614329259498,0.190340053965219,-12.5887496755298,2.43499758204762e-36,4.30469376465517e-34
"ENSG00000046889",33.8519400448614,1.04979623068281,0.396878976722726,2.64512935240768,0.00816596941702698,0.0390787581018659
"ENSG00000047621",383.049038519733,0.372302725934713,0.128071966254241,2.90698063614983,0.00364935787352834,0.0200015869834234
"ENSG00000047644",1543.56925171368,-0.325880392211306,0.115650491971968,-2.81780376939766,0.00483533514210436,0.0254126386716485
"ENSG00000048052",371.947283094715,0.475520380796449,0.117492083097819,4.04725465970802,5.18218523897503e-05,0.000488474460163082
"ENSG00000048342",829.356400938441,0.410148243325724,0.10128093575404,4.04960953680133,5.1303160486973e-05,0.000484598527973335
"ENSG00000048405",363.388230065593,-0.38217677214434,0.128598027040691,-2.97187119382019,0.00295990833630864,0.0168157111280143
"ENSG00000048471",2143.35152947654,-0.42850640072984,0.134502780126604,-3.18585534311259,0.00144326742109382,0.00913478348092797
"ENSG00000048540",60.0651412567297,-1.39555380916201,0.276145107775829,-5.0536973854156,4.33338023170905e-07,6.32708601928564e-06
"ENSG00000048707",3202.45699860706,-0.645980445714367,0.0888173682821417,-7.27313202596044,3.51246720193063e-13,1.19054151475965e-11
"ENSG00000048740",5644.02224511592,-0.928634878743306,0.11722359336715,-7.92191104255591,2.33887625367419e-15,9.87411384388624e-14
"ENSG00000049089",68.1245571760893,0.773940611545587,0.232512204051883,3.32860210371104,0.000872830048112177,0.00594817514269039
"ENSG00000049239",6159.37300306525,-0.399520167396196,0.105058449237999,-3.80283709015278,0.000143048428190796,0.001212717093153
"ENSG00000049246",196.028265600041,2.20776960988829,0.267821633726244,8.24343268753627,1.67339080845137e-16,7.85381185043147e-15
"ENSG00000049323",20169.8602048195,-0.695529507898778,0.0903738892908982,-7.69613340043369,1.40245394470363e-14,5.48569404140908e-13
"ENSG00000049540",7125.24107508081,-0.956023944077598,0.124887087037153,-7.6551064386119,1.93152196274087e-14,7.37906865087785e-13
"ENSG00000049656",1482.92050645464,-0.257927623405355,0.0893471135719154,-2.88680420770112,0.00389176325769739,0.0210739564753151
"ENSG00000049759",1212.97707090486,1.12076765371567,0.156859705819614,7.14503223029456,8.99747758083927e-13,2.85638231932559e-11
"ENSG00000050165",17410.418836444,-0.247281339993291,0.0812562544784883,-3.0432283838379,0.00234054626424419,0.0137863472987058
"ENSG00000050393",561.381975009388,-0.398968105194872,0.118897335924531,-3.35556807974329,0.000792021596327149,0.00547192851531462
"ENSG00000051108",2272.41673214656,-0.749019454141746,0.0872100751623191,-8.58868029579883,8.79739369135756e-18,4.63843868545496e-16
"ENSG00000051180",41.211866931962,-0.946895653811322,0.311353298707569,-3.0412257000067,0.00235617139892539,0.0138527820884978
"ENSG00000051523",679.09214060649,-0.266471592087249,0.104058043379736,-2.56079764170484,0.0104432164853053,0.047613673745392
"ENSG00000051620",1175.49562040338,-0.410018678317558,0.0932118462666455,-4.3987829309232,1.0885964075281e-05,0.000121020779411508
"ENSG00000051825",225.87229397343,0.439362200379418,0.143230463856856,3.0675192172701,0.00215843581621624,0.0128791908133723
"ENSG00000053254",3773.06436970577,-0.399729960091348,0.133024395230439,-3.00493724777996,0.0026563564751185,0.0153180108600373
"ENSG00000053747",1196.31976125197,-0.95485470431846,0.186190266168667,-5.12838143457764,2.92243861030996e-07,4.40245722816285e-06
"ENSG00000054277",130.036292403741,-0.824903128276565,0.205517685630557,-4.0137817129735,5.9753609798697e-05,0.000555686999427594
"ENSG00000054282",484.719493474981,0.373251244698043,0.128468374356361,2.90539400508545,0.00366791057252612,0.020060589458232
"ENSG00000054938",93.3799826379335,1.51096239296784,0.278118823888364,5.43279441442747,5.54783125824411e-08,9.5213202639921e-07
"ENSG00000054965",1640.60664095387,0.250583197394854,0.0865006959743988,2.89689226857802,0.0037687915064975,0.0205251731939483
"ENSG00000054983",663.795378928395,-0.299282456446864,0.102937530949255,-2.90741825344928,0.00364425578901779,0.0199796960740556
"ENSG00000055130",1288.10251251977,-0.278876538242744,0.0935490228426056,-2.98107377040109,0.00287239589683832,0.0163908363328445
"ENSG00000055163",284.230911081761,1.00305736500458,0.145944987858391,6.87284558191087,6.29336806602581e-12,1.77039021788732e-10
"ENSG00000055211",2396.81016291039,-0.268315719078711,0.0836939917725229,-3.20591375075027,0.00134634336368403,0.00861054484280144
"ENSG00000055813",22.0010596941373,1.37864369230452,0.481153068851476,2.865291279541,0.00416625821624673,0.0223922408808826
"ENSG00000056586",1378.68982862119,-0.368008771379737,0.0868093099798829,-4.23927769342964,2.24240131650038e-05,0.000232652362135414
"ENSG00000056661",633.915141528027,0.282314682021004,0.104527580478251,2.70086307106043,0.0069159805361802,0.0341387793672054
"ENSG00000056736",73.8580981973172,1.01214147731771,0.226419973614199,4.47019519153515,7.81482438695152e-06,8.94710560923872e-05
"ENSG00000057252",1226.18866706812,-0.657621739142705,0.112044034734903,-5.86931504830795,4.37599205859443e-09,8.89604157841881e-08
"ENSG00000057294",15.1127149651052,-1.96986013515407,0.605732306662296,-3.25203082861535,0.00114583593004609,0.00749427402632971
"ENSG00000057657",212.552949723346,-1.20840823345262,0.233649509641509,-5.17188431213355,2.31745054044521e-07,3.56859676731922e-06
"ENSG00000058056",430.913982561762,-0.367514040611019,0.129300350719686,-2.84232825793152,0.00447853532094188,0.0238361714602196
"ENSG00000058063",1642.46616523661,-0.364592669252875,0.0872856532528074,-4.17700567809119,2.95371655054815e-05,0.000295732464405798
"ENSG00000058085",71.1878259784225,-0.90522122403039,0.242959576691054,-3.72581001481356,0.000194689005845983,0.00159501688024297
"ENSG00000058262",9475.0557830858,0.294070398280918,0.0931145819063431,3.1581562442787,0.00158770437175735,0.00988587197221291
"ENSG00000058272",1667.44345598556,-0.320761113786616,0.0893353199126216,-3.59052963710603,0.000330006702208965,0.00254847145791523
"ENSG00000058799",459.628265475478,-0.396117380304114,0.109466692315372,-3.61861103067686,0.000296188422043674,0.00231206477328638
"ENSG00000059145",668.128326208239,-0.277843691432546,0.102077731487065,-2.72188348413438,0.00649110241718711,0.0323335797753365
"ENSG00000059573",1426.49753589999,0.405661860121803,0.130223851980082,3.11511181671888,0.00183875192233349,0.0112128422940539
"ENSG00000059758",817.129182000991,0.312417717307219,0.107136040761335,2.9160842148646,0.00354454812221855,0.01951016231375
"ENSG00000060138",4817.27499924599,-0.501206061257135,0.11519556524681,-4.35091455285874,1.3557087981939e-05,0.000147177248940593
"ENSG00000060718",363.7631440814,-2.42734784916719,0.161397246002425,-15.0395865436931,4.0406582541916e-51,1.5502372263741e-48
"ENSG00000060762",301.89187266751,-0.450295028510193,0.133787878855266,-3.36573860325068,0.000763390124219717,0.00530118958048576
"ENSG00000061273",2842.41725649718,-0.587834572491251,0.0814671293649678,-7.215604343413,5.36949689303246e-13,1.76362054599565e-11
"ENSG00000061337",66.690939169056,1.01435207354538,0.260255647849466,3.89752184794888,9.71820572759933e-05,0.000859013165098388
"ENSG00000061676",5683.14625496075,-0.257046907982517,0.0962967270169459,-2.66932133568032,0.00760046972095003,0.0369511108137425
"ENSG00000062716",3074.89266691823,-0.548018003530591,0.0930918906470048,-5.88685007600309,3.93625478145914e-09,8.07491993393302e-08
"ENSG00000063169",252.560444900081,-0.475978800121544,0.134952135057386,-3.52701941261723,0.000420265948812856,0.00313279685365582
"ENSG00000063438",625.118885730465,0.433366172025997,0.124455861959125,3.48208726534976,0.000497521528957819,0.00364095300737313
"ENSG00000063587",578.837757180681,-0.35191248681138,0.112708225608362,-3.12233188759625,0.00179424544864964,0.0109839460821809
"ENSG00000063660",4459.23783316561,0.414462545954539,0.125546432571948,3.30126900035188,0.000962485546058831,0.0064662963362641
"ENSG00000064115",1447.52488303671,-0.814113607783014,0.145062781413436,-5.61214668470162,1.99831929339901e-08,3.70336007179558e-07
"ENSG00000064201",16.9796928099119,1.62031538964439,0.481419490177404,3.36570376294341,0.000763486542841699,0.00530118958048576
"ENSG00000064205",1928.97459452423,0.952801549926757,0.125560411182805,7.5883914440162,3.23901161364822e-14,1.20673259126663e-12
"ENSG00000064309",348.466903387175,1.5892114521375,0.244433494901511,6.50161080738073,7.94644704287614e-11,1.97369604789453e-09
"ENSG00000064393",2607.77392701515,-0.587753986476151,0.0873606435217871,-6.72790358200109,1.72124909324646e-11,4.62556835311777e-10
"ENSG00000064601",7083.94544118342,0.274652003769393,0.0735774012879719,3.73283099105992,0.000189339645427649,0.00155543165665211
"ENSG00000064652",269.405779732932,-0.546532905290375,0.132399324421776,-4.12791309681701,3.66070401848927e-05,0.000357970796428408
"ENSG00000064666",8451.77175316761,-0.771131186850973,0.110612145064415,-6.97148750168349,3.13607185435044e-12,9.25526148570331e-11
"ENSG00000064687",143.272269366176,0.8062846568918,0.180730943269103,4.46124300746479,8.14856245338868e-06,9.30556543125426e-05
"ENSG00000064692",42.2001623189897,1.51124641366,0.353386850498916,4.27646476241661,1.89884596373183e-05,0.000200351026436585
"ENSG00000064763",270.884194076733,-0.389820629754053,0.153266769643201,-2.54341257835302,0.0109775523052432,0.0495984021969796
